"YEAR" "RainGage" "XCOORD" "YCOORD" "newNRD" "NRD" "Rainfall" "coefficient" "SigRainObs" "NRDobs" "RainObs"
"1" 2007 "2298202" 351455.17 964770.124 NA NA 23.56 
